採水場所,採水年月,項目,水質基準値,検査結果,単位
給水（東部系）,2020年10月,鉛及びその化合物,0.01mg/L 以下,0.001未満,mg/L
給水（東部系）,2020年10月,ヒ素及びその化合物,0.01mg/L 以下,0.001未満,mg/L
給水（東部系）,2020年10月,六価クロム化合物,0.02mg/L 以下,0.002未満,mg/L
給水（東部系）,2020年10月,亜硝酸態窒素,0.04mg/L 以下,0.004未満,mg/L
給水（東部系）,2020年10月,シアン化物イオン及び塩化シアン,0.01mg/L 以下,0.001未満,mg/L
給水（東部系）,2020年10月,硝酸態窒素及び亜硝酸態窒素,10mg/L 以下,1.47,mg/L
給水（東部系）,2020年10月,フッ素及びその化合物,0.8mg/L 以下,0.08未満,mg/L
給水（東部系）,2020年10月,ホウ素及びその化合物,1.0mg/L 以下,-,mg/L
給水（東部系）,2020年10月,四塩化炭素,0.002mg/L 以下,-,mg/L
給水（東部系）,2020年10月,"1,4-ジオキサン",0.05mg/L 以下,-,mg/L
給水（東部系）,2020年10月,"シス-1,2-ジクロロエチレン及びトランス-1,2-ジクロロエチレン",0.04mg/L 以下,-,mg/L
給水（東部系）,2020年10月,ジクロロメタン,0.02mg/L 以下,-,mg/L
給水（東部系）,2020年10月,テトラクロロエチレン,0.01mg/L 以下,-,mg/L
給水（東部系）,2020年10月,トリクロロエチレン,0.01mg/L 以下,-,mg/L
給水（東部系）,2020年10月,ベンゼン,0.01mg/L 以下,-,mg/L
給水（東部系）,2020年10月,塩素酸,0.6mg/L 以下,0.06未満,mg/L
給水（東部系）,2020年10月,クロロ酢酸,0.02mg/L 以下,0.002未満,mg/L
給水（東部系）,2020年10月,クロロホルム,0.06mg/L 以下,0.006,mg/L
給水（東部系）,2020年10月,ジクロロ酢酸,0.03mg/L 以下,0.005,mg/L
給水（東部系）,2020年10月,ジブロモクロロメタン,0.1mg/L 以下,0.001,mg/L
給水（東部系）,2020年10月,臭素酸,0.01mg/L 以下,0.001未満,mg/L
給水（東部系）,2020年10月,総トリハロメタン,0.1mg/L 以下,0.01,mg/L
給水（東部系）,2020年10月,トリクロロ酢酸,0.03mg/L 以下,0.004,mg/L
給水（東部系）,2020年10月,ブロモジクロロメタン,0.03mg/L 以下,0.003,mg/L
給水（東部系）,2020年10月,ブロモホルム,0.09mg/L 以下,0.001未満,mg/L
給水（東部系）,2020年10月,ホルムアルデヒド,0.08mg/L 以下,0.005未満,mg/L
給水（東部系）,2020年10月,亜鉛及びその化合物,1.0mg/L 以下,-,mg/L
給水（東部系）,2020年10月,アルミニウム及びその化合物,0.2mg/L 以下,0.01,mg/L
給水（東部系）,2020年10月,鉄及びその化合物,0.3mg/L 以下,0.03未満,mg/L
給水（東部系）,2020年10月,銅及びその化合物,1.0mg/L 以下,-,mg/L
給水（東部系）,2020年10月,ナトリウム及びその化合物,200mg/L 以下,6,mg/L
給水（東部系）,2020年10月,マンガン及びその化合物,0.05mg/L 以下,0.001未満,mg/L
給水（東部系）,2020年10月,塩化物イオン,200mg/L 以下,11.6,mg/L
給水（東部系）,2020年10月,カルシウム，マグネシウム等（硬度）,300mg/L 以下,61,mg/L
給水（東部系）,2020年10月,蒸発残留物,500mg/L 以下,106,mg/L
給水（東部系）,2020年10月,陰イオン界面活性剤,0.2mg/L 以下,-,mg/L
給水（東部系）,2020年10月,ジェオスミン,0.00001mg/L 以下,0.000001未満,mg/L
給水（東部系）,2020年10月,2-メチルイソボルネオール,0.00001mg/L 以下,0.000001未満,mg/L
給水（東部系）,2020年10月,非イオン界面活性剤,0.02mg/L 以下,0.005未満,mg/L
給水（東部系）,2020年10月,フェノ−ル類,0.005mg/L 以下,-,mg/L
給水（東部系）,2020年10月,有機物（全有機炭素（TOC）の量）,3mg/L 以下,0.7,mg/L
給水（東部系）,2020年10月,pH値,5.8以上8.6以下,7.1,ー
給水（東部系）,2020年10月,味,異常でないこと,異常なし,ー
給水（東部系）,2020年10月,臭気,異常でないこと,異常なし,ー
給水（東部系）,2020年10月,色度,5度以下,0.5未満,度
給水（東部系）,2020年10月,濁度,2度以下,0.1未満,度
給水（東部系）,2020年10月,遊離残留塩素,0.1mg/L以上,0.8,mg/L
給水（西部系）,2020年10月,気温,,14.8,℃
給水（西部系）,2020年10月,水温,,20.2,℃
給水（西部系）,2020年10月,一般細菌,100個／mL 以下,0,個/mL
給水（西部系）,2020年10月,大腸菌,検出されないこと,不検出,100ml中
給水（西部系）,2020年10月,カドミウム及びその化合物,0.003mg/L 以下,-,mg/L
給水（西部系）,2020年10月,水銀及びその化合物,0.0005mg/L 以下,-,mg/L
給水（西部系）,2020年10月,セレン及びその化合物,0.01mg/L 以下,-,mg/L
給水（西部系）,2020年10月,鉛及びその化合物,0.01mg/L 以下,-,mg/L
給水（西部系）,2020年10月,ヒ素及びその化合物,0.01mg/L 以下,-,mg/L
給水（西部系）,2020年10月,六価クロム化合物,0.02mg/L 以下,-,mg/L
給水（西部系）,2020年10月,亜硝酸態窒素,0.04mg/L 以下,-,mg/L
給水（西部系）,2020年10月,シアン化物イオン及び塩化シアン,0.01mg/L 以下,-,mg/L
給水（西部系）,2020年10月,硝酸態窒素及び亜硝酸態窒素,10mg/L 以下,-,mg/L
給水（西部系）,2020年10月,フッ素及びその化合物,0.8mg/L 以下,-,mg/L
給水（西部系）,2020年10月,ホウ素及びその化合物,1.0mg/L 以下,-,mg/L
給水（西部系）,2020年10月,四塩化炭素,0.002mg/L 以下,-,mg/L
給水（西部系）,2020年10月,"1,4-ジオキサン",0.05mg/L 以下,-,mg/L
給水（西部系）,2020年10月,"シス-1,2-ジクロロエチレン及びトランス-1,2-ジクロロエチレン",0.04mg/L 以下,-,mg/L
給水（西部系）,2020年10月,ジクロロメタン,0.02mg/L 以下,-,mg/L
給水（西部系）,2020年10月,テトラクロロエチレン,0.01mg/L 以下,-,mg/L
給水（西部系）,2020年10月,トリクロロエチレン,0.01mg/L 以下,-,mg/L
給水（西部系）,2020年10月,ベンゼン,0.01mg/L 以下,-,mg/L
給水（西部系）,2020年10月,塩素酸,0.6mg/L 以下,-,mg/L
給水（西部系）,2020年10月,クロロ酢酸,0.02mg/L 以下,-,mg/L
給水（西部系）,2020年10月,クロロホルム,0.06mg/L 以下,-,mg/L
給水（西部系）,2020年10月,ジクロロ酢酸,0.03mg/L 以下,-,mg/L
給水（西部系）,2020年10月,ジブロモクロロメタン,0.1mg/L 以下,-,mg/L
給水（西部系）,2020年10月,臭素酸,0.01mg/L 以下,-,mg/L
給水（西部系）,2020年10月,総トリハロメタン,0.1mg/L 以下,-,mg/L
給水（西部系）,2020年10月,トリクロロ酢酸,0.03mg/L 以下,-,mg/L
給水（西部系）,2020年10月,ブロモジクロロメタン,0.03mg/L 以下,-,mg/L
給水（西部系）,2020年10月,ブロモホルム,0.09mg/L 以下,-,mg/L
給水（西部系）,2020年10月,ホルムアルデヒド,0.08mg/L 以下,-,mg/L
給水（西部系）,2020年10月,亜鉛及びその化合物,1.0mg/L 以下,-,mg/L
給水（西部系）,2020年10月,アルミニウム及びその化合物,0.2mg/L 以下,-,mg/L
給水（西部系）,2020年10月,鉄及びその化合物,0.3mg/L 以下,-,mg/L
給水（西部系）,2020年10月,銅及びその化合物,1.0mg/L 以下,-,mg/L
給水（西部系）,2020年10月,ナトリウム及びその化合物,200mg/L 以下,-,mg/L
給水（西部系）,2020年10月,マンガン及びその化合物,0.05mg/L 以下,-,mg/L
給水（西部系）,2020年10月,塩化物イオン,200mg/L 以下,11.7,mg/L
給水（西部系）,2020年10月,カルシウム，マグネシウム等（硬度）,300mg/L 以下,-,mg/L
給水（西部系）,2020年10月,蒸発残留物,500mg/L 以下,-,mg/L
給水（西部系）,2020年10月,陰イオン界面活性剤,0.2mg/L 以下,-,mg/L
給水（西部系）,2020年10月,ジェオスミン,0.00001mg/L 以下,0.000001,mg/L
給水（西部系）,2020年10月,2-メチルイソボルネオール,0.00001mg/L 以下,0.000001未満,mg/L
給水（西部系）,2020年10月,非イオン界面活性剤,0.02mg/L 以下,-,mg/L
給水（西部系）,2020年10月,フェノ−ル類,0.005mg/L 以下,-,mg/L
給水（西部系）,2020年10月,有機物（全有機炭素（TOC）の量）,3mg/L 以下,0.6,mg/L
給水（西部系）,2020年10月,pH値,5.8以上8.6以下,7.2,ー
給水（西部系）,2020年10月,味,異常でないこと,異常なし,ー
給水（西部系）,2020年10月,臭気,異常でないこと,異常なし,ー
給水（西部系）,2020年10月,色度,5度以下,0.5未満,度
給水（西部系）,2020年10月,濁度,2度以下,0.1未満,度
給水（西部系）,2020年10月,遊離残留塩素,0.1mg/L以上,0.7,mg/L
給水（南部系）,2020年10月,気温,,24.2,℃
給水（南部系）,2020年10月,水温,,20.8,℃
給水（南部系）,2020年10月,一般細菌,100個／mL 以下,0,個/mL
給水（南部系）,2020年10月,大腸菌,検出されないこと,不検出,100ml中
給水（南部系）,2020年10月,カドミウム及びその化合物,0.003mg/L 以下,-,mg/L
給水（南部系）,2020年10月,水銀及びその化合物,0.0005mg/L 以下,-,mg/L
給水（南部系）,2020年10月,セレン及びその化合物,0.01mg/L 以下,-,mg/L
給水（南部系）,2020年10月,鉛及びその化合物,0.01mg/L 以下,0.001未満,mg/L
給水（南部系）,2020年10月,ヒ素及びその化合物,0.01mg/L 以下,0.001未満,mg/L
給水（南部系）,2020年10月,六価クロム化合物,0.02mg/L 以下,0.002未満,mg/L
給水（南部系）,2020年10月,亜硝酸態窒素,0.04mg/L 以下,0.004未満,mg/L
給水（南部系）,2020年10月,シアン化物イオン及び塩化シアン,0.01mg/L 以下,0.001未満,mg/L
給水（南部系）,2020年10月,硝酸態窒素及び亜硝酸態窒素,10mg/L 以下,1.19,mg/L
給水（南部系）,2020年10月,フッ素及びその化合物,0.8mg/L 以下,0.08未満,mg/L
給水（南部系）,2020年10月,ホウ素及びその化合物,1.0mg/L 以下,-,mg/L
給水（南部系）,2020年10月,四塩化炭素,0.002mg/L 以下,-,mg/L
給水（南部系）,2020年10月,"1,4-ジオキサン",0.05mg/L 以下,-,mg/L
給水（南部系）,2020年10月,"シス-1,2-ジクロロエチレン及びトランス-1,2-ジクロロエチレン",0.04mg/L 以下,-,mg/L
給水（南部系）,2020年10月,ジクロロメタン,0.02mg/L 以下,-,mg/L
給水（南部系）,2020年10月,テトラクロロエチレン,0.01mg/L 以下,-,mg/L
給水（南部系）,2020年10月,トリクロロエチレン,0.01mg/L 以下,-,mg/L
給水（南部系）,2020年10月,ベンゼン,0.01mg/L 以下,-,mg/L
給水（南部系）,2020年10月,塩素酸,0.6mg/L 以下,0.06未満,mg/L
給水（南部系）,2020年10月,クロロ酢酸,0.02mg/L 以下,0.002未満,mg/L
給水（南部系）,2020年10月,クロロホルム,0.06mg/L 以下,0.012,mg/L
給水（南部系）,2020年10月,ジクロロ酢酸,0.03mg/L 以下,0.007,mg/L
給水（南部系）,2020年10月,ジブロモクロロメタン,0.1mg/L 以下,0.002,mg/L
給水（南部系）,2020年10月,臭素酸,0.01mg/L 以下,0.001未満,mg/L
給水（南部系）,2020年10月,総トリハロメタン,0.1mg/L 以下,0.02,mg/L
給水（南部系）,2020年10月,トリクロロ酢酸,0.03mg/L 以下,0.008,mg/L
給水（南部系）,2020年10月,ブロモジクロロメタン,0.03mg/L 以下,0.006,mg/L
給水（南部系）,2020年10月,ブロモホルム,0.09mg/L 以下,0.001未満,mg/L
給水（南部系）,2020年10月,ホルムアルデヒド,0.08mg/L 以下,0.005未満,mg/L
給水（南部系）,2020年10月,亜鉛及びその化合物,1.0mg/L 以下,-,mg/L
給水（南部系）,2020年10月,アルミニウム及びその化合物,0.2mg/L 以下,0.01,mg/L
給水（南部系）,2020年10月,鉄及びその化合物,0.3mg/L 以下,0.03未満,mg/L
給水（南部系）,2020年10月,銅及びその化合物,1.0mg/L 以下,-,mg/L
給水（南部系）,2020年10月,ナトリウム及びその化合物,200mg/L 以下,9.2,mg/L
給水（南部系）,2020年10月,マンガン及びその化合物,0.05mg/L 以下,0.001,mg/L
給水（南部系）,2020年10月,塩化物イオン,200mg/L 以下,12.7,mg/L
給水（南部系）,2020年10月,カルシウム，マグネシウム等（硬度）,300mg/L 以下,58,mg/L
給水（南部系）,2020年10月,蒸発残留物,500mg/L 以下,112,mg/L
給水（南部系）,2020年10月,陰イオン界面活性剤,0.2mg/L 以下,-,mg/L
給水（南部系）,2020年10月,ジェオスミン,0.00001mg/L 以下,0.000001未満,mg/L
給水（南部系）,2020年10月,2-メチルイソボルネオール,0.00001mg/L 以下,0.000001,mg/L
給水（南部系）,2020年10月,非イオン界面活性剤,0.02mg/L 以下,0.005未満,mg/L
給水（南部系）,2020年10月,フェノ−ル類,0.005mg/L 以下,-,mg/L
給水（南部系）,2020年10月,有機物（全有機炭素（TOC）の量）,3mg/L 以下,0.8,mg/L
給水（南部系）,2020年10月,pH値,5.8以上8.6以下,7.3,ー
給水（南部系）,2020年10月,味,異常でないこと,異常なし,ー
給水（南部系）,2020年10月,臭気,異常でないこと,異常なし,ー
給水（南部系）,2020年10月,色度,5度以下,0.7,度
給水（南部系）,2020年10月,濁度,2度以下,0.1未満,度
給水（南部系）,2020年10月,遊離残留塩素,0.1mg/L以上,0.7,mg/L
給水（北部系）,2020年10月,気温,,20.8,℃
給水（北部系）,2020年10月,水温,,24.2,℃
給水（北部系）,2020年10月,一般細菌,100個／mL 以下,0,個/mL
給水（北部系）,2020年10月,大腸菌,検出されないこと,不検出,100ml中
給水（北部系）,2020年10月,カドミウム及びその化合物,0.003mg/L 以下,-,mg/L
給水（北部系）,2020年10月,水銀及びその化合物,0.0005mg/L 以下,-,mg/L
給水（北部系）,2020年10月,セレン及びその化合物,0.01mg/L 以下,-,mg/L
給水（北部系）,2020年10月,鉛及びその化合物,0.01mg/L 以下,0.001未満,mg/L
給水（北部系）,2020年10月,ヒ素及びその化合物,0.01mg/L 以下,0.001未満,mg/L
給水（北部系）,2020年10月,六価クロム化合物,0.02mg/L 以下,0.002未満,mg/L
給水（北部系）,2020年10月,亜硝酸態窒素,0.04mg/L 以下,0.004未満,mg/L
給水（北部系）,2020年10月,シアン化物イオン及び塩化シアン,0.01mg/L 以下,0.001未満,mg/L
給水（北部系）,2020年10月,硝酸態窒素及び亜硝酸態窒素,10mg/L 以下,1.84,mg/L
給水（北部系）,2020年10月,フッ素及びその化合物,0.8mg/L 以下,0.1,mg/L
給水（北部系）,2020年10月,ホウ素及びその化合物,1.0mg/L 以下,-,mg/L
給水（北部系）,2020年10月,四塩化炭素,0.002mg/L 以下,-,mg/L
給水（北部系）,2020年10月,"1,4-ジオキサン",0.05mg/L 以下,-,mg/L
給水（北部系）,2020年10月,"シス-1,2-ジクロロエチレン及びトランス-1,2-ジクロロエチレン",0.04mg/L 以下,-,mg/L
給水（北部系）,2020年10月,ジクロロメタン,0.02mg/L 以下,-,mg/L
給水（北部系）,2020年10月,テトラクロロエチレン,0.01mg/L 以下,-,mg/L
給水（北部系）,2020年10月,トリクロロエチレン,0.01mg/L 以下,-,mg/L
給水（北部系）,2020年10月,ベンゼン,0.01mg/L 以下,-,mg/L
給水（北部系）,2020年10月,塩素酸,0.6mg/L 以下,0.06未満,mg/L
給水（北部系）,2020年10月,クロロ酢酸,0.02mg/L 以下,0.002未満,mg/L
給水（北部系）,2020年10月,クロロホルム,0.06mg/L 以下,0.007,mg/L
給水（北部系）,2020年10月,ジクロロ酢酸,0.03mg/L 以下,0.005,mg/L
給水（北部系）,2020年10月,ジブロモクロロメタン,0.1mg/L 以下,0.005,mg/L
給水（北部系）,2020年10月,臭素酸,0.01mg/L 以下,0.001未満,mg/L
給水（北部系）,2020年10月,総トリハロメタン,0.1mg/L 以下,0.02,mg/L
給水（北部系）,2020年10月,トリクロロ酢酸,0.03mg/L 以下,0.004,mg/L
給水（北部系）,2020年10月,ブロモジクロロメタン,0.03mg/L 以下,0.008,mg/L
給水（北部系）,2020年10月,ブロモホルム,0.09mg/L 以下,0.001未満,mg/L
給水（北部系）,2020年10月,ホルムアルデヒド,0.08mg/L 以下,0.005未満,mg/L
給水（北部系）,2020年10月,亜鉛及びその化合物,1.0mg/L 以下,-,mg/L
給水（北部系）,2020年10月,アルミニウム及びその化合物,0.2mg/L 以下,0.03,mg/L
給水（北部系）,2020年10月,鉄及びその化合物,0.3mg/L 以下,0.03未満,mg/L
給水（北部系）,2020年10月,銅及びその化合物,1.0mg/L 以下,-,mg/L
給水（北部系）,2020年10月,ナトリウム及びその化合物,200mg/L 以下,12,mg/L
給水（北部系）,2020年10月,マンガン及びその化合物,0.05mg/L 以下,0.001未満,mg/L
給水（北部系）,2020年10月,塩化物イオン,200mg/L 以下,16.9,mg/L
給水（北部系）,2020年10月,カルシウム，マグネシウム等（硬度）,300mg/L 以下,83,mg/L
給水（北部系）,2020年10月,蒸発残留物,500mg/L 以下,144,mg/L
給水（北部系）,2020年10月,陰イオン界面活性剤,0.2mg/L 以下,-,mg/L
給水（北部系）,2020年10月,ジェオスミン,0.00001mg/L 以下,0.000001,mg/L
給水（北部系）,2020年10月,2-メチルイソボルネオール,0.00001mg/L 以下,0.000001,mg/L
給水（北部系）,2020年10月,非イオン界面活性剤,0.02mg/L 以下,0.005未満,mg/L
